aiddata_id,year,donor,recipient,commitment_amount_usd_constant,coalesced_purpose_code,coalesced_purpose_name
96270827,2010,Japan,Vanuatu,58498.3,14031,Basic drinking water supply
97643785,2010,Japan,Cambodia,18738.4,11430,Advanced tech. & managerial training
95911674,2010,Sweden,"Congo, Rep.",35007.3,43081,Multisector education/training
97633112,2010,Japan,Uganda,157692,11420,Higher education
97396364,2010,Japan,Rwanda,106744,15110,Public sector policy and adm. management
95906376,2010,Sweden,Central African Rep.,1066.89,43040,Rural development
97123933,2010,Japan,Eritrea,14873.7,31210,Forestry policy & admin. management
96186114,2010,Japan,Iran,11649.4,11120,Education facilities and training
97397783,2010,Japan,Samoa,34661.1,31120,Agricultural development
97636875,2010,Japan,Zambia,12996.5,32171,Engineering
97276228,2010,Japan,Kyrgyz Republic,52438.9,21020,Road transport
97219976,2010,Japan,Indonesia,68526.4,74010,Disaster prevention and preparedness
97198633,2010,Japan,Indonesia,1152150,41030,Bio-diversity
97496765,2010,Japan,Turkey,95712.9,31110,Agricultural policy & admin. mgmt
96168685,2010,Japan,Guatemala,42614.5,14021,Water supply - large systems
97596671,2010,Japan,Bosnia-Herzegovina,42048.3,11420,Higher education
96089798,2010,Japan,Azerbaijan,102461,14031,Basic drinking water supply
97378540,2010,Japan,Palau,10125.6,22020,Telecommunications
96250739,2010,Japan,Sudan,3829300,72050,Relief co-ordination; protection and support services
97285326,2010,Japan,Laos,70956.5,11330,Vocational training
95899646,2010,Sweden,"Bilateral, unspecified",466570,15153,Media and free flow of information
97283895,2010,Japan,Laos,134217,15112,Decentralisation and support to subnational govt.
97062979,2010,Japan,Costa Rica,51555.5,33210,Tourism policy and admin. management
94637334,2010,Australia,Argentina,7008.9,23030,Power generation/renewable sources
96117151,2010,Japan,Brazil,109083,12191,Medical services
94764188,2010,Australia,Indonesia,3301.56,15110,Public sector policy and adm. management
97136797,2010,Japan,"Far East Asia, regional",861.761,74010,Disaster prevention and preparedness
96188117,2010,Japan,Jamaica,51299.1,31161,Food crop production
96234190,2010,Japan,Peru,100864,12230,Basic health infrastructure
97197590,2010,Japan,Indonesia,65004.8,31163,Livestock
97269414,2010,Japan,Kiribati,44.1684,16010,Social/welfare services
95953206,2010,Sweden,"South of Sahara, regional",648013,15220,"Civilian peace-building, conflict prevention and resolution"
95902582,2010,Sweden,Brazil,3345630,15150,Democratic participation and civil society
97404648,2010,Japan,Solomon Islands,45504.5,31120,Agricultural development
96095064,2010,Japan,Bhutan,6512300,21020,Road transport
97455063,2010,Japan,Thailand,267649,11110,Education policy & admin. management
96250456,2010,Japan,Sudan,2181670,72050,Relief co-ordination; protection and support services
96170730,2010,Japan,Guatemala,92393.9,11320,Secondary education
97068571,2010,Japan,Cote D'Ivoire,2948.24,15110,Public sector policy and adm. management
97561893,2010,Japan,Viet Nam,26898.5,23030,Power generation/renewable sources
96239729,2010,Japan,Philippines,107075,31181,Agricultural education/training
97492041,2010,Japan,Tunisia,2815.73,31310,Fishing policy and admin. management
96160060,2010,Japan,Ethiopia,108750,11120,Education facilities and training
94761635,2010,Australia,Indonesia,57621.3,16062,Statistical capacity building
96411008,2010,Japan,Cameroon,734288,11220,Primary education
97327184,2010,Japan,Mali,18042.8,41010,Environmental policy and admin. mgmt
96047976,2010,Japan,"Bilateral, unspecified",168116,31110,Agricultural policy & admin. mgmt
97299361,2010,Japan,Madagascar,507.936,13020,Reproductive health care
96212787,2010,Japan,Mozambique,43936.8,11120,Education facilities and training
97425741,2010,Japan,Syria,411704,25010,Business support services & institutions
97132006,2010,Japan,Ethiopia,29073.8,31110,Agricultural policy & admin. mgmt
95958719,2010,Sweden,Sudan,20897.5,24040,Informal/semi-formal fin. intermed.
97087568,2010,Japan,Ecuador,18506.6,23010,Energy policy and admin. management
97562129,2010,Japan,Viet Nam,352199,21020,Road transport
97197274,2010,Japan,Indonesia,19776.4,12220,Basic health care
97077899,2010,Japan,Djibouti,10799.2,15210,Security system management and reform
97108339,2010,Japan,Egypt,6116870,11420,Higher education
97630943,2010,Japan,Thailand,1004.83,11120,Education facilities and training
97310480,2010,Japan,Malaysia,88.3368,31110,Agricultural policy & admin. mgmt
96175062,2010,Japan,Haiti,107106,99810,Sectors not specified
97447087,2010,Japan,Tanzania,71044.8,31140,Agricultural water resources
96409352,2010,Japan,Cameroon,1888.2,43040,Rural development
96182114,2010,Japan,Indonesia,102079,11320,Secondary education
97157701,2010,Japan,Ghana,28135.3,16062,Statistical capacity building
97518525,2010,Japan,Uganda,373664,31195,Livestock/veterinary services
97567856,2010,Japan,Palestinian Adm. Areas,6555.93,74010,Disaster prevention and preparedness
97234816,2010,Japan,Iraq,17424.4,12263,Tuberculosis control
97369113,2010,Japan,Nicaragua,106335,12110,Health policy & admin. management
96217133,2010,Japan,Namibia,83281.8,31320,Fishery development
97440713,2010,Japan,Tajikistan,234159,15110,Public sector policy and adm. management
96122186,2010,Japan,Cambodia,86792.9,11120,Education facilities and training
97362835,2010,Japan,Namibia,21631.5,13040,Std control including hiv/aids
94868738,2010,Australia,Papua New Guinea,640255,43081,Multisector education/training
96205105,2010,Japan,Mali,98747.7,14031,Basic drinking water supply
96199874,2010,Japan,Lesotho,32795.6,23067,Solar energy
94711168,2010,Australia,China,13650.4,12110,Health policy & admin. management
94771435,2010,Australia,Indonesia,3688.9,21010,Transport policy & admin. management
97384472,2010,Japan,Paraguay,15911.7,14050,Waste management/disposal
94773072,2010,Australia,Indonesia,30307.6,31182,Agricultural research
97581989,2010,Japan,Zambia,93537.6,11420,Higher education
96094419,2010,Japan,Benin,7854030,72040,Emergency food aid
97354943,2010,Japan,Morocco,9452.03,14022,Sanitation - large systems
97287744,2010,Japan,Laos,619462,12220,Basic health care
96321494,2010,Japan,Armenia,18307.8,24010,Financial policy & admin. management
97151402,2010,Japan,Gambia,25518.3,14010,Water resources policy/admin. mgmt
95911290,2010,Sweden,"Congo, Dem. Rep.",33784.8,13040,Std control including hiv/aids
97367087,2010,Japan,Nicaragua,11955.6,74010,Disaster prevention and preparedness
97166980,2010,Japan,Guatemala,51666,11220,Primary education
96135317,2010,Japan,China,106946,11220,Primary education
97280067,2010,Japan,Laos,395483,74010,Disaster prevention and preparedness
96245424,2010,Japan,"South & Central Asia, regional",11207.7,16061,Culture and recreation
97378691,2010,Japan,Palau,92819.8,43030,Urban development and management
97384268,2010,Japan,Paraguay,61592.8,31150,Agricultural inputs
96403691,2010,Japan,Cambodia,51257.4,22020,Telecommunications
95932672,2010,Sweden,"Middle East, regional",112534,15160,Human rights
95957343,2010,Sweden,Sri Lanka,648013,15250,Land mine clearance
96181968,2010,Japan,Indonesia,10908400,41050,Flood prevention/control
95947220,2010,Sweden,Sierra Leone,15116.9,15150,Democratic participation and civil society
94843665,2010,Australia,Palau,12630.8,41040,Site preservation
95901061,2010,Sweden,Bolivia,18289.5,43081,Multisector education/training
97195912,2010,Japan,Indonesia,26037.3,31120,Agricultural development
96295705,2010,Japan,Albania,67058.6,32210,Mineral/mining policy & admin. mgmt
97252839,2010,Japan,Jordan,57032.4,31110,Agricultural policy & admin. mgmt
95893810,2010,Sweden,"Bilateral, unspecified",32400.7,99820,Promotion of development awareness
96149486,2010,Japan,Dominican Republic,108382,11120,Education facilities and training
94724157,2010,Australia,Ethiopia,273114,31182,Agricultural research
97389278,2010,Japan,Philippines,683859,43010,Multisector aid
96273865,2010,Japan,Viet Nam,95558.9,11220,Primary education
97597570,2010,Japan,Burkina Faso,16772.9,16020,Employment policy and admin. mgmt.
96112984,2010,Japan,Brazil,108179,16061,Culture and recreation
95875248,2010,Sweden,"Bilateral, unspecified",895992,15151,Elections
95982494,2010,Sweden,Ghana,21245.9,16061,Culture and recreation
97576080,2010,Japan,Zambia,3202.21,25010,Business support services & institutions
96289192,2010,Japan,Afghanistan,28135.3,16062,Statistical capacity building
97534350,2010,Japan,Uzbekistan,45736.4,32110,Industrial policy & admin. mgmt
97108932,2010,Japan,Egypt,49711.5,32164,Chemicals
97160072,2010,Japan,Ghana,2568510,11330,Vocational training
96329940,2010,Japan,Bangladesh,168152,74010,Disaster prevention and preparedness
97297663,2010,Japan,"Macedonia, FYR",25993.1,16010,Social/welfare services
97305766,2010,Japan,Malawi,2473.43,24010,Financial policy & admin. management
96350105,2010,Japan,"Bilateral, unspecified",1642340,72050,Relief co-ordination; protection and support services
96446265,2010,Japan,Colombia,139594,11110,Education policy & admin. management
97487533,2010,Japan,Tonga,55674.2,14021,Water supply - large systems
96435652,2010,Japan,China,326780,14022,Sanitation - large systems
96313304,2010,Japan,Angola,280237,11320,Secondary education
95894955,2010,Sweden,"Bilateral, unspecified",46657,99820,Promotion of development awareness
97452465,2010,Japan,Tanzania,14509.3,24010,Financial policy & admin. management
97606873,2010,Japan,India,1023490,43030,Urban development and management
97383334,2010,Japan,Paraguay,30365.8,15110,Public sector policy and adm. management
96383248,2010,Japan,Brazil,21156.7,14050,Waste management/disposal
97274429,2010,Japan,Kyrgyz Republic,50837.8,24010,Financial policy & admin. management
97378365,2010,Japan,Palau,61360.9,14050,Waste management/disposal
97386984,2010,Japan,Peru,41168.2,74010,Disaster prevention and preparedness
95912130,2010,Sweden,Cote D'Ivoire,7001.46,43081,Multisector education/training
97392195,2010,Japan,Philippines,10909.6,43030,Urban development and management
96304384,2010,Japan,"America, regional",307390,21020,Road transport
97621338,2010,Japan,Niger,16772.9,16020,Employment policy and admin. mgmt.
95945163,2010,Sweden,Senegal,330428,15160,Human rights
94904144,2010,Australia,Solomon Islands,115535000,15110,Public sector policy and adm. management
94711568,2010,Australia,China,16850.9,12110,Health policy & admin. management
96401105,2010,Japan,Cambodia,2072550,14021,Water supply - large systems
96411827,2010,Japan,Cameroon,3577.64,24010,Financial policy & admin. management
97390387,2010,Japan,Philippines,141863,74010,Disaster prevention and preparedness
97625653,2010,Japan,Philippines,120834,11330,Vocational training
94921984,2010,Australia,Tanzania,4806.92,31182,Agricultural research
97583855,2010,Japan,Zimbabwe,44245.7,16020,Employment policy and admin. mgmt.
97535554,2010,Japan,Vanuatu,67544.5,12110,Health policy & admin. management
96397969,2010,Japan,Cambodia,57429.9,41010,Environmental policy and admin. mgmt
97265191,2010,Japan,Kenya,359862,16010,Social/welfare services
96336765,2010,Japan,Benin,444676,11110,Education policy & admin. management
97356688,2010,Japan,Mozambique,121.463,13020,Reproductive health care
96395826,2010,Japan,Burundi,29902,11320,Secondary education
95979832,2010,Sweden,"Bilateral, unspecified",64801.3,41010,Environmental policy and admin. mgmt
95945848,2010,Sweden,Serbia,1519020,15110,Public sector policy and adm. management
97383562,2010,Japan,Paraguay,45659.1,33210,Tourism policy and admin. management
97420041,2010,Japan,Swaziland,33.1263,12220,Basic health care
97349483,2010,Japan,Mongolia,32419.6,21020,Road transport
95953654,2010,Sweden,"South of Sahara, regional",64801.3,13040,Std control including hiv/aids
97242226,2010,Japan,Jamaica,54305,16061,Culture and recreation
94842803,2010,Australia,Pakistan,11068.7,15150,Democratic participation and civil society
97446218,2010,Japan,Tanzania,261609,11320,Secondary education
97493577,2010,Japan,Tunisia,406647,11110,Education policy & admin. management
97406165,2010,Japan,South Africa,1446.51,11110,Education policy & admin. management
95927516,2010,Sweden,Laos,2741.1,24040,Informal/semi-formal fin. intermed.
97587361,2010,Japan,"Africa, regional",160000,14010,Water resources policy/admin. mgmt
96097155,2010,Japan,"Bilateral, unspecified",10908400,72010,Material relief assistance and services
96349312,2010,Japan,"Bilateral, unspecified",136403,31320,Fishery development
95894094,2010,Sweden,"Bilateral, unspecified",4317860,11430,Advanced tech. & managerial training
97319075,2010,Japan,Malaysia,10213.9,31163,Livestock
97428407,2010,Japan,Syria,703856,43010,Multisector aid
96055594,2010,Japan,Afghanistan,573342,16063,Narcotics control
95974384,2010,Sweden,Yemen,4933.97,24040,Informal/semi-formal fin. intermed.
95962738,2010,Sweden,Togo,8398.25,12220,Basic health care
95931009,2010,Sweden,Mauritania,22208.7,13040,Std control including hiv/aids
96179156,2010,Japan,India,405532,11110,Education policy & admin. management
96247318,2010,Japan,Sri Lanka,46059.3,32120,Industrial development
97411044,2010,Japan,Sri Lanka,7055.9,11420,Higher education
95963064,2010,Sweden,Togo,33313.1,13040,Std control including hiv/aids
95938370,2010,Sweden,Nigeria,444.537,12220,Basic health care
96422439,2010,Japan,Chile,243544,41010,Environmental policy and admin. mgmt
97163562,2010,Japan,Guatemala,101974,25010,Business support services & institutions
95970922,2010,Sweden,Viet Nam,336967,15150,Democratic participation and civil society
96285836,2010,Japan,Afghanistan,45758.4,31120,Agricultural development
97467544,2010,Japan,Thailand,278901,23030,Power generation/renewable sources
94872371,2010,Australia,Philippines,73784.6,31182,Agricultural research
96206774,2010,Japan,Mexico,55055.9,11420,Higher education
97436991,2010,Japan,Tajikistan,409618,12250,Infectious disease control
96405549,2010,Japan,Cambodia,2462000,15112,Decentralisation and support to subnational govt.
96298011,2010,Japan,Algeria,11.0421,24010,Financial policy & admin. management
96370691,2010,Japan,Bolivia,1112410,43010,Multisector aid
95901411,2010,Sweden,Bosnia-Herzegovina,142563,15150,Democratic participation and civil society
97388719,2010,Japan,Philippines,252146,22010,Communications policy & admin. mgmt
97633734,2010,Japan,Uzbekistan,119972,15111,Public finance management
97448209,2010,Japan,Tanzania,146783,12110,Health policy & admin. management
97348855,2010,Japan,Mongolia,105054,16030,Housing policy and admin. management
96257871,2010,Japan,Afghanistan,100086,43040,Rural development
96421599,2010,Japan,Chile,33634.2,21020,Road transport
95916976,2010,Sweden,"Europe, regional",414796,15150,Democratic participation and civil society
95924249,2010,Sweden,Iraq,68278.2,15150,Democratic participation and civil society
97476551,2010,Japan,Timor-Leste,1700.48,31110,Agricultural policy & admin. mgmt
